"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"17534","ZFP41",814.879764570232,0.0160782168190287,0.131278185632567,0.122474398481023,0.90252332038808,0.959246298548663,"Not"
"17535","GNGT1",16.9056199917365,-0.0847993659993554,0.693761418410981,-0.122231308557895,0.902715831709286,0.959396192742188,"Not"
"17536","PRAC1",1.08695790174312,-0.0863345421621161,0.707258902893425,-0.122069219360715,0.902844198932323,0.959477902104401,"Not"
"17537","HES2",833.372155014008,0.0588669487091526,0.482849395175126,0.121915755300474,0.90296573778263,0.959552345858305,"Not"
"17538","NTF3",12.964568370346,-0.0392998415616581,0.323050728584222,-0.121652230081296,0.903174447014019,0.959719408972133,"Not"
"17539","ARPC2",13739.0438831443,0.0119864967114935,0.0986738429172642,0.121475928747844,0.903314079571972,0.95977953020308,"Not"
"17540","ANO8",628.245887279568,0.0167385617163734,0.137821816255569,0.121450741044758,0.903334028748767,0.95977953020308,"Not"
"17541","PHACTR2",663.980191740239,-0.0281584163828385,0.232758139613428,-0.120977150056298,0.903709133860067,0.960069987427592,"Not"
"17542","VPS33A",962.178599789454,-0.0104029862853758,0.0859925022963882,-0.120975503765667,0.903710437832948,0.960069987427592,"Not"
"17543","RTL9",21.5331593737721,0.0352623773637331,0.291830580982178,0.12083167310655,0.90382436238861,0.960136283273906,"Not"
"17544","DDX49",3883.23914497218,0.01739758373953,0.144557181834414,0.12035087789314,0.90420520223562,0.960486100596387,"Not"
"17545","SELENOV",1.21072289695666,-0.0571910366058936,0.475954072792615,-0.120160830372415,0.904355745732856,0.960591261184241,"Not"
"17546","JRK",1988.55928708406,-0.0191618754038786,0.159586657004643,-0.12007191430372,0.904426180539391,0.960601786669234,"Not"
"17547","RABAC1",734.400455494578,-0.0259798761111993,0.21646617186215,-0.120018180613199,0.904468746012291,0.960601786669234,"Not"
"17548","D2HGDH",973.689702310974,0.0212017885211073,0.176915144975206,0.119841568815822,0.904608652065297,0.960640882095212,"Not"
"17549","GRAMD1B",289.786075854874,-0.034176598408083,0.28515481606329,-0.11985278341046,0.904599768144443,0.960640882095212,"Not"
"17550","JPH1",201.865766780563,0.0499519445713856,0.417950758999337,0.119516338936628,0.904866296215454,0.960859731981265,"Not"
"17551","HAPLN1",40.7598115538675,0.0512194608245249,0.431173539418058,0.118790825832342,0.905441077142765,0.961360523794016,"Not"
"17552","ZFP62",659.385058737648,0.0161848398798426,0.136235124567885,0.118800786002716,0.905433185955483,0.961360523794016,"Not"
"17553","FGFR1",4603.50694537131,0.0297784530841919,0.251485904482525,0.11841002836905,0.905742780191745,0.961533952738119,"Not"
"17554","NAGPA",1545.2160112809,-0.0150670709072138,0.127328730953233,-0.11833205902875,0.905804556409934,0.961533952738119,"Not"
"17555","MAPT",452.708304471333,0.0398899944502384,0.337124626213805,0.118324178504065,0.90581080029354,0.961533952738119,"Not"
"17556","SYN3",212.720533076009,-0.0274580245170014,0.232055316112136,-0.11832534146183,0.905809878860501,0.961533952738119,"Not"
"17557","ELAVL4",14.622832812659,-0.0478835029889331,0.405154500730542,-0.118185785675818,0.905920452406968,0.96154081051693,"Not"
"17558","KRTAP20-2",0.194526104453593,-0.127505472760338,1.0785266234334,-0.118221905690594,0.905891833439095,0.96154081051693,"Not"
"17559","DUSP11",920.453477325035,-0.0103074095460617,0.0872722802759354,-0.118106339303522,0.905983400573406,0.961552859108491,"Not"
"17560","ZNF574",1886.34648013726,0.0167937712529594,0.142952430254232,0.1174780395345,0.906481245443657,0.961678993852951,"Not"
"17561","NSL1",1113.72453086879,-0.0147020804624578,0.125216372381664,-0.117413403557526,0.90653246303599,0.961678993852951,"Not"
"17562","MESP1",109.714215823981,-0.027382933946632,0.233303916810802,-0.117370228159685,0.906566675467302,0.961678993852951,"Not"
"17563","ERICH2",21.7945286368494,-0.043230892270469,0.367222221349152,-0.117724063951362,0.90628629908679,0.961678993852951,"Not"
"17564","MUC3A",17.8278261874097,-0.0389924081921379,0.331876006428337,-0.117490892492578,0.90647106079724,0.961678993852951,"Not"
"17565","IZUMO3",0.279882501934253,-0.185043828889212,1.56982408330474,-0.11787551921083,0.906166290833809,0.961678993852951,"Not"
"17566","TAS2R20",12.9754991114999,-0.0337092116771698,0.286689396667437,-0.117580950216561,0.906399699751476,0.961678993852951,"Not"
"17567","FRMD7",2.30658417354538,0.0538504462894591,0.45710336327228,0.117808029028617,0.906219767608618,0.961678993852951,"Not"
"17568","AC024598.1",0.193126798335494,-0.123398327547381,1.04953864730194,-0.117573876735842,0.906405304695694,0.961678993852951,"Not"
"17569","LGR4",947.384016356717,-0.0265159824645696,0.226242817078693,-0.117201433428698,0.90670043103737,0.961766135398282,"Not"
"17570","OXLD1",1522.88881008641,0.0170407948327333,0.145754663233594,0.116914234197933,0.906928018253951,0.961952791586832,"Not"
"17571","PNMA5",2.98884485948421,-0.0482550659494307,0.413475313437724,-0.116706038743226,0.907093004756224,0.961963537053263,"Not"
"17572","SEMA5B",77.3270527385248,0.0268876684163185,0.230325003989101,0.116737948336651,0.907067717429902,0.961963537053263,"Not"
"17573","IQUB",8.93482143512869,0.0292362951361465,0.250410034827555,0.116753688230905,0.907055244104716,0.961963537053263,"Not"
"17574","TMEM106A",404.608248614569,0.0192195280088905,0.165065758177355,0.116435584345968,0.907307334945087,0.962122133114615,"Not"
"17575","NSG2",4.68124349394045,0.0423323408570467,0.363720410642179,0.116387036906467,0.907345808622525,0.962122133114615,"Not"
"17576","FAM90A1",37.2627878082074,-0.0421051997484525,0.362306723690558,-0.116214237813632,0.907482753067651,0.962212595935864,"Not"
"17577","FAM135A",403.259321743477,0.0222044880704136,0.191219248150293,0.116120569896611,0.907556986672538,0.962236559346271,"Not"
"17578","DMWD",1811.16367187983,-0.0138745238052017,0.119570207015172,-0.116036629454369,0.907623511754762,0.962252347540206,"Not"
"17579","GUCY2D",9.23120430654733,0.0396446445998024,0.342033083874458,0.115908800840897,0.907724820650262,0.962254664715732,"Not"
"17580","TMEM31",2.57919268680992,-0.0424012701151852,0.365832302259631,-0.115903570716107,0.907728965749225,0.962254664715732,"Not"
"17581","CLCNKA",15.9761797435907,-0.042360460253784,0.365740957976182,-0.115820936457827,0.9077944572883,0.962269353621794,"Not"
"17582","SPRYD3",3852.6716243661,-0.0180839521164067,0.156346620938548,-0.115665768840086,0.907917436621922,0.962311568322588,"Not"
"17583","MAPK8IP1",662.831167284763,-0.030167737123342,0.261022511349276,-0.11557523129863,0.907989193892701,0.962311568322588,"Not"
"17584","SYNJ2BP-COX16",0.180278259766634,0.110936457014317,0.959719273411982,0.115592611389284,0.907975418909139,0.962311568322588,"Not"
"17585","LMNTD1",1.38089194046616,-0.0872761909901129,0.757330236117724,-0.115241920667943,0.908253372113229,0.962536812209391,"Not"
"17586","PRKACA",6934.02008532254,-0.0138491019259601,0.120433761513284,-0.114993518029681,0.908450259824206,0.962690722283857,"Not"
"17587","AC006254.1",21.8737591172533,0.0291428856782384,0.253596215798044,0.114918456438825,0.908509755890375,0.962699028303465,"Not"
"17588","RNPS1",9013.66536869275,-0.00968116483636964,0.084362937514487,-0.114756137251707,0.9086384166965,0.962741327000921,"Not"
"17589","CGAS",217.787067672575,0.0247964013214577,0.216113721189985,0.114737746335224,0.908652994237991,0.962741327000921,"Not"
"17590","SLC44A1",5233.1683122883,-0.0200817754508484,0.175649033675138,-0.114328983374822,0.908977007719255,0.962876205556394,"Not"
"17591","USB1",3727.6051712305,-0.0140893392729547,0.123248603048573,-0.11431642164254,0.908986965247566,0.962876205556394,"Not"
"17592","BPNT1",1658.77501580046,-0.0151056650167787,0.131993949479107,-0.114442101902328,0.908887340719505,0.962876205556394,"Not"
"17593","TENT5D",2.181554919249,-0.066949737345701,0.585593702364543,-0.114327966771787,0.908977813567254,0.962876205556394,"Not"
"17594","FAR2",1471.81075089761,0.0275986353743355,0.242327483815385,0.113889827681953,0.909325129430947,0.963179669891732,"Not"
"17595","ATP6V0C",12.0013377244861,-0.0261550551417235,0.230185073153801,-0.113626199924127,0.909534117319664,0.963346280782566,"Not"
"17596","SLC12A2",1524.35454472085,-0.0207647659546848,0.183111164191191,-0.113399781200691,0.909713613169923,0.963426884982366,"Not"
"17597","OR52E5",0.229708827627849,0.120456446651026,1.06172442384881,0.113453589222677,0.909670955870586,0.963426884982366,"Not"
"17598","TAF5L",1381.66628613901,0.0128429703439453,0.113377801039878,0.113275881399641,0.909811838006102,0.96343385920093,"Not"
"17599","KIF1A",617.555317343146,0.0590048454713165,0.521827143973564,0.113073545814446,0.909972247842794,0.96343385920093,"Not"
"17600","IFT27",1054.29430465341,0.0214732904854463,0.18991915914808,0.113065425214438,0.909978685858273,0.96343385920093,"Not"
"17601","ERCC6",517.686806118813,-0.0145591633076308,0.128752860487575,-0.11307836775429,0.909968425009432,0.96343385920093,"Not"
"17602","PTGDR2",19.7355877574275,0.0319037245627844,0.28170015111451,0.113254197545019,0.909829028595735,0.96343385920093,"Not"
"17603","PYCR2",2367.44939551036,-0.014101122134864,0.124818501550761,-0.112973012491497,0.91005195112447,0.963456692674864,"Not"
"17604","TRIM28",21905.7385949976,-0.0158402569935664,0.140468351590421,-0.112767444155347,0.910214929465696,0.963574495882908,"Not"
"17605","RPAIN",932.504320164539,-0.0130171191065592,0.11570159538254,-0.11250596038474,0.910422244045751,0.963684479156913,"Not"
"17606","CDC25C",258.828935249795,0.0182939207702702,0.162581528496767,0.112521520368373,0.910409907310176,0.963684479156913,"Not"
"17607","MYL1",0.176457649287696,0.166238189474801,1.47870941843808,0.112421133863064,0.910489499147084,0.96370093179446,"Not"
"17608","MFAP5",302.09367093813,0.0331361820641202,0.295804297976301,0.112020624077528,0.910807053844057,0.963739853038252,"Not"
"17609","ZNF417",292.993440669791,-0.0167577196518,0.149507797073679,-0.112085924478852,0.91075527773327,0.963739853038252,"Not"
"17610","MYCT1",120.599656715197,-0.0220428773198395,0.196636319931848,-0.112099724646389,0.910744335750958,0.963739853038252,"Not"
"17611","C2orf80",1.41211278428979,0.0579012148374432,0.517051685098955,0.11198341772421,0.910836554601992,0.963739853038252,"Not"
"17612","CCL16",1.72099755892585,-0.0534869385525693,0.476325367390072,-0.112290762185605,0.910592866186718,0.963739853038252,"Not"
"17613","CCDC83",0.528273128533016,0.0630186872231576,0.561970719947797,0.112138737813621,0.910713402784317,0.963739853038252,"Not"
"17614","CEP97",738.799399428727,0.0218390255969944,0.195207565613059,0.111875917966641,0.910921791389082,0.963775321013224,"Not"
"17615","ZNF669",238.211902099957,-0.0171047222050116,0.153542145919567,-0.111400828108602,0.911298503413977,0.964064424933179,"Not"
"17616","TMEM88B",1.81775785747591,0.051564475064088,0.462768482312224,0.11142607380357,0.911278484894606,0.964064424933179,"Not"
"17617","GSX1",0.296950551706176,-0.0964414158821952,0.866429119957547,-0.1113090657513,0.911371266651405,0.964086673401577,"Not"
"17618","STK10",8008.84432060372,0.0171661901388783,0.154413303343193,0.111170409331412,0.911481216086679,0.964124321526015,"Not"
"17619","MRPS21",5023.77025569409,-0.0171285642747466,0.154369545295212,-0.110958183118247,0.911649506940559,0.964124321526015,"Not"
"17620","SDF2L1",2019.25359754054,-0.0199204751852536,0.179763492235051,-0.11081490984391,0.911763121828028,0.964124321526015,"Not"
"17621","THAP12",1257.54817049632,-0.0170707541345772,0.154101870733399,-0.110775774838647,0.911794155977222,0.964124321526015,"Not"
"17622","SERPINI1",664.698978193943,-0.0396715354835332,0.358195622923838,-0.110753825408884,0.911811561984407,0.964124321526015,"Not"
"17623","MSX1",404.83081899478,-0.025584163720768,0.230454743327574,-0.111015999720179,0.91160365921712,0.964124321526015,"Not"
"17624","HSPA12B",260.383285095477,0.0226110040340115,0.203653714405966,0.111026720528841,0.9115951578043,0.964124321526015,"Not"
"17625","OR10K2",0.161364845500817,0.161429167974366,1.45770156646587,0.110742261439523,0.911820732286757,0.964124321526015,"Not"
"17626","BTD",2489.92977936262,0.0160973139550655,0.145616727829245,0.110545774479576,0.911976549508359,0.96417966623009,"Not"
"17627","GCM1",2.89292611174106,0.0442589331263879,0.400166822106973,0.110601206000423,0.911932591105413,0.96417966623009,"Not"
"17628","SIL1",3232.74730511973,-0.0201310174180309,0.182302809848134,-0.110426259665448,0.912071328274477,0.964225168693167,"Not"
"17629","PPP2R5B",1477.50100285092,-0.0171955078392742,0.156174280698891,-0.110104607252379,0.912326414317069,0.964381104597426,"Not"
"17630","MAP2K6",454.760051380766,0.0197939040271727,0.179978515559615,0.109979260389089,0.912425822937423,0.964381104597426,"Not"
"17631","TCIM",139.667890956866,-0.0239325149134965,0.217594924893425,-0.109986549204759,0.912420042371428,0.964381104597426,"Not"
"17632","PLA2G12B",0.412359166461849,0.092032559085598,0.836742794134167,0.109989066808553,0.912418045727845,0.964381104597426,"Not"
"17633","CFI",151.425961627827,-0.0403361132577531,0.367201146630023,-0.109847459976464,0.912530351141036,0.964436886738748,"Not"
"17634","AACS",1750.28924700216,0.0168013123622149,0.153336300212313,0.109571656150249,0.912749090392764,0.964608384963984,"Not"
"17635","MUSTN1",1.34197409022273,0.0420853242820591,0.384297577182149,0.109512333100428,0.912796140203899,0.964608384963984,"Not"
"17636","TMEM81",168.581006265827,-0.013613061657795,0.124740490139244,-0.109131057947576,0.91309854131702,0.964873237467905,"Not"
"17637","PDZRN3",1724.35465359341,-0.0251452107490866,0.230720065641559,-0.108985799215884,0.91321375382112,0.964940268538322,"Not"
"17638","MYO18A",5010.65089391545,0.0157669562293963,0.144776214242622,0.108905708799467,0.913277278613451,0.964940825101497,"Not"
"17639","HOMER3",996.137319598538,0.021493853613892,0.19745475852092,0.108854573953531,0.913317837194961,0.964940825101497,"Not"
"17640","DNAI1",9.76702568312533,0.0382081942249986,0.35166087655894,0.108650682438354,0.91347955989536,0.965056977222785,"Not"
"17641","MYADM",3854.54101939385,-0.0267489256901824,0.24743562911547,-0.10810458374893,0.913912732159987,0.965241013121763,"Not"
"17642","UBQLN4",4245.15837707764,0.0141146698205983,0.130351007737583,0.108282015348998,0.913771988399728,0.965241013121763,"Not"
"17643","ZNF496",2674.69286717205,0.0148548180855592,0.137381356249409,0.108128340635909,0.913893887369119,0.965241013121763,"Not"
"17644","NEXN",96.5986043676048,-0.0273876999649673,0.253158428229543,-0.10818403383408,0.913849709772761,0.965241013121763,"Not"
"17645","SCGN",2.40704312337861,0.0828479240909546,0.766191675306681,0.108129501743533,0.913892966339318,0.965241013121763,"Not"
"17646","NKX2-1",0.871141893157111,-0.111586487167981,1.03390132324855,-0.107927598755143,0.914053124348994,0.965334581512403,"Not"
"17647","CRYGC",0.254570637394559,0.171046909599312,1.58892747247006,0.107649287058655,0.914273898704904,0.965513026365081,"Not"
"17648","PEX19",3328.3320645988,0.0103892878132443,0.0967727612469048,0.10735756301029,0.914505319682608,0.965527950128174,"Not"
"17649","ADARB1",2906.21858150396,-0.0190340592731995,0.17712387322187,-0.107461851002755,0.914422588511017,0.965527950128174,"Not"
"17650","WASHC2C",1277.81830307933,0.0127460081636138,0.118640516627157,0.107433855869574,0.914444796826872,0.965527950128174,"Not"
"17651","CXorf38",1191.5232445381,0.0121183629939296,0.112831598713912,0.107402209417028,0.914469901785685,0.965527950128174,"Not"
"17652","CIB2",652.568028039226,-0.0253652668772844,0.236528890821902,-0.107239613685854,0.914598889440473,0.965527950128174,"Not"
"17653","MTHFS",40.4854707274602,-0.0182181599828493,0.169821343042099,-0.107278388313847,0.91456812921374,0.965527950128174,"Not"
"17654","PGBD2",361.396237895859,0.0138455163373437,0.129202485392084,0.10716137770359,0.914660955068821,0.965538776405491,"Not"
"17655","OR1L8",1.62659729570534,0.0416215613105149,0.38875386295204,0.107064045600621,0.914738170625897,0.965565593190836,"Not"
"17656","CNTROB",2900.1779685321,-0.0122882643355908,0.114857619410729,-0.106986932156831,0.914799346876555,0.965575477366985,"Not"
"17657","POTEH",0.314073939680712,-0.164279699139865,1.53866476960062,-0.106767700402022,0.91497327231217,0.965704361035827,"Not"
"17658","CAPN15",2671.71102591362,-0.0152979768752999,0.143453048812631,-0.106641002069472,0.915073789090692,0.965711421262864,"Not"
"17659","FAT2",1243.93874464494,0.0443758561773953,0.4161720382219,0.10662863455938,0.915083600991678,0.965711421262864,"Not"
"17660","NAMPT",8365.27231532904,0.0216705988143367,0.204528242002905,0.105954065815658,0.915618797129011,0.966112099609118,"Not"
"17661","S100A7A",1657.23246416278,-0.0799154163117575,0.753860854845578,-0.106008178827812,0.915575862988505,0.966112099609118,"Not"
"17662","RTP1",0.161491480054686,0.108531805298808,1.02334786979392,0.106055632207124,0.915538212911269,0.966112099609118,"Not"
"17663","CTDSP2",10479.6292156215,0.0138248414982047,0.130842450767528,0.105660215145066,0.915851947306252,0.966139300916977,"Not"
"17664","POLD3",995.849600890804,-0.0132437923324194,0.125151475553738,-0.105822102966199,0.915723499623522,0.966139300916977,"Not"
"17665","RTN4RL2",196.859159345263,-0.0280118137881993,0.265069071862765,-0.105677413028035,0.915838301776309,0.966139300916977,"Not"
"17666","AC069368.1",0.148074796672338,0.108531797165072,1.02702401565775,0.105676007094696,0.915839417302534,0.966139300916977,"Not"
"17667","ABCA5",1400.18503347029,0.0228473221834566,0.216787240433718,0.105390530078001,0.916065930119987,0.966310334166304,"Not"
"17668","RPS4Y1",5967.40685810928,-0.0632472575818603,0.601120093811086,-0.105215676922184,0.916204671383692,0.966322019214112,"Not"
"17669","RNF24",2872.34952117237,0.0141220950234545,0.13426530444579,0.105180523603969,0.916232564901983,0.966322019214112,"Not"
"17670","CTXN3",1.27650097687306,-0.109573295433272,1.0414269685005,-0.105214574566896,0.916205546080986,0.966322019214112,"Not"
"17671","EMC3",4118.10785821641,-0.0115472899075545,0.109897860213469,-0.105072927581345,0.916317941028715,0.966357373607104,"Not"
"17672","TRIP10",1969.92178279857,0.0151623347817787,0.144397456331484,0.105004168127252,0.91637250131933,0.966360227172196,"Not"
"17673","RPL24",22672.0046746378,-0.0155330473398853,0.148043645610933,-0.104922080753854,0.916437637764589,0.966374232862609,"Not"
"17674","PGGT1B",921.223221340212,-0.0132149099911389,0.126310625777084,-0.104622314313135,0.916675507615092,0.966521171300998,"Not"
"17675","FNDC5",16.3231712967875,-0.0247978736327406,0.237286911437674,-0.10450586373473,0.916767915174377,0.966521171300998,"Not"
"17676","AGTR1",11.3469423550603,-0.0295197033747248,0.282521988128495,-0.104486392617692,0.916783366288572,0.966521171300998,"Not"
"17677","AL139260.3",0.534969304557207,0.0534207172341351,0.511276205085144,0.104485044879487,0.916784435774186,0.966521171300998,"Not"
"17678","TMEM183A",1519.30412322412,-0.0101987344489666,0.097736786718652,-0.104348984567346,0.916892405994273,0.966580318933662,"Not"
"17679","NUDT16",2350.86405538672,-0.0131396540955141,0.126065523184666,-0.104228767418563,0.916987805199036,0.966626208365249,"Not"
"17680","SGCE",2218.10831249743,-0.0264857976868747,0.254435674332704,-0.104096242621392,0.917092972614068,0.966627715493228,"Not"
"17681","GRTP1",174.125635932531,-0.0298930612791555,0.287020062211863,-0.104149727544446,0.917050528525304,0.966627715493228,"Not"
"17682","CNPPD1",5910.09079899607,-0.0170104105191221,0.163529422595655,-0.104020489090714,0.917153088830439,0.966636407840971,"Not"
"17683","HNRNPD",10063.6888315821,-0.00915432075696797,0.0881337873624492,-0.103868459882711,0.917273737055418,0.966708893500241,"Not"
"17684","GSG1",3.15629005169767,-0.0293661253086947,0.283606810800215,-0.103545204806035,0.917530274031926,0.966924575144706,"Not"
"17685","CTU2",1058.86730625664,0.0147568338177758,0.142697651676427,0.103413291279926,0.917634963787956,0.96693808132021,"Not"
"17686","C1orf131",522.108148673263,0.0152511450618262,0.147498992233101,0.103398300089562,0.917646861248617,0.96693808132021,"Not"
"17687","AL391650.1",7.22016001161616,0.0236680971530496,0.229394515456028,0.103176386349073,0.917822980839458,0.967062155397089,"Not"
"17688","FBXO47",2.15820769188524,0.0420017441304017,0.407312687132263,0.10311916485126,0.917868394755512,0.967062155397089,"Not"
"17689","TRIML1",2.21522486063539,0.0714209741309939,0.6944638009306,0.102843336161349,0.918087310310003,0.967238120579864,"Not"
"17690","C2orf72",207.779333581653,0.0386033622369788,0.376445690414628,0.102546962868561,0.918322538315735,0.96737656571432,"Not"
"17691","CT45A5",0.20390113220605,-0.183928101293755,1.79347788934556,-0.102553871662655,0.918317054805444,0.96737656571432,"Not"
"17692","CDC34",3729.63184390099,-0.0167488180893463,0.163547965688984,-0.102409210770602,0.918431872974834,0.967389149397784,"Not"
"17693","MLN",0.540673009715483,-0.0837318514623885,0.817685004870272,-0.10240110918467,0.918438303299796,0.967389149397784,"Not"
"17694","SOAT2",50.3190258181232,0.0528899666431461,0.517256895104306,0.102250868270167,0.918557552264121,0.967405399491052,"Not"
"17695","AC008073.3",0.204951480629994,0.110936187521691,1.0848638253983,0.102258168190797,0.918551758141112,0.967405399491052,"Not"
"17696","GLYATL1B",0.155510272824274,0.16864212279288,1.65117856568567,0.102134394363852,0.918650000996623,0.967448091013396,"Not"
"17697","LDHAL6A",7.96150049327957,-0.0402554502332118,0.39441822515058,-0.10206285527968,0.91870678419704,0.967453219771489,"Not"
"17698","ASB15",0.833126596650462,0.0593823750219566,0.58292476901721,0.101869706312314,0.918860095701341,0.96752704519862,"Not"
"17699","FABP12",0.485469934104704,0.0814123322105034,0.799749275181614,0.101797319156076,0.918917553600932,0.96752704519862,"Not"
"17700","UCMA",0.163127204649385,0.163833159371042,1.60970600610644,0.101778311536106,0.918932641125541,0.96752704519862,"Not"
"17701","SIPA1L2",2709.51849977539,0.0191718812632121,0.18859615295169,0.101655738800372,0.919029935394332,0.967530066752177,"Not"
"17702","TMEM169",173.120234387386,0.0304493774206109,0.299666824382799,0.101610772174481,0.919065628749999,0.967530066752177,"Not"
"17703","GPX5",0.24488288976955,-0.171466891597423,1.68802382201491,-0.101578478550588,0.919091262701964,0.967530066752177,"Not"
"17704","RECK",523.3975163863,-0.0214390797006034,0.211323261634846,-0.101451584339299,0.919191989285592,0.967581445567459,"Not"
"17705","SHH",4.77384256752299,0.0447741545053864,0.441641342177652,0.101381257208878,0.919247814388985,0.967585555998482,"Not"
"17706","CDC42",9694.27651642024,-0.00912247708862842,0.0900871554550998,-0.101262794263441,0.91934185021009,0.967594743472286,"Not"
"17707","TAS1R2",0.195161113763201,0.110936162449835,1.09578002506772,0.101239445793858,0.919360384345555,0.967594743472286,"Not"
"17708","CELSR2",8648.16001411465,-0.0178256159614468,0.176472719538263,-0.101010603837733,0.919542042586944,0.967597264902898,"Not"
"17709","GNPAT",2508.00417422614,-0.0108115854364843,0.107072113979173,-0.100974801324902,0.919570463548789,0.967597264902898,"Not"
"17710","NXPH4",404.619024614771,-0.0359992756993493,0.35606953501062,-0.101101813437299,0.91946963850934,0.967597264902898,"Not"
"17711","PTPMT1",79.783782998063,-0.0138756198091966,0.137360259867666,-0.101016260616896,0.919537552098555,0.967597264902898,"Not"
"17712","UBTD1",1852.98758981626,0.0189418372790523,0.187993105208343,0.100758148859023,0.919742450077534,0.967723594153394,"Not"
"17713","QDPR",7705.78262964159,-0.023762369888544,0.237117283289997,-0.100213571776977,0.920174771535953,0.967759279963173,"Not"
"17714","TCF3",4102.64150864095,0.0131911828453813,0.131641520286437,0.100205336558548,0.92018130938074,0.967759279963173,"Not"
"17715","GADD45A",1235.96975607653,-0.0148302163405451,0.148017793759856,-0.100192118554379,0.920191803012848,0.967759279963173,"Not"
"17716","NOS3",430.609602690681,-0.0264367684274561,0.263655654065641,-0.100270060663574,0.920129925806849,0.967759279963173,"Not"
"17717","RAMAC",209.963924424659,-0.00854527839366867,0.0850739423061438,-0.100445308657708,0.919990800516889,0.967759279963173,"Not"
"17718","PPFIA2",8.06850123152034,-0.0317046280111637,0.316129448496511,-0.10029001778211,0.920114082193074,0.967759279963173,"Not"
"17719","MROH2B",0.848674142449524,0.0718088951072127,0.716232476975339,0.100259199932489,0.920138547968118,0.967759279963173,"Not"
"17720","TMEM225",0.164749052462902,0.219133378148817,2.17748308960676,0.100636087230598,0.919839348647424,0.967759279963173,"Not"
"17721","RHBDF2",3522.65331161598,-0.0179804289107071,0.180181746351609,-0.0997905130501943,0.920510639943532,0.968012675846966,"Not"
"17722","SUGCT",289.718268185017,0.017850299996087,0.178936426051202,0.0997577764908478,0.920536630251123,0.968012675846966,"Not"
"17723","CCDC57",1308.49382784834,0.0158942259955251,0.15976607551494,0.0994843613971026,0.920753704096277,0.968131687516262,"Not"
"17724","LRIG3",507.227571762981,0.0203841872254173,0.204859864503354,0.0995030787257189,0.92073884356329,0.968131687516262,"Not"
"17725","AZGP1",2869.07326120485,-0.0380626885330492,0.383546832220847,-0.0992386987337513,0.92094874934877,0.968282137820236,"Not"
"17726","POLR2I",316.070677639248,-0.0222543161852456,0.224593109106245,-0.0990872617321401,0.921068985977307,0.9683539220734,"Not"
"17727","C5orf52",1.15224369590936,-0.0508931568148392,0.515950758382771,-0.0986395619891363,0.921424457251916,0.968672995168202,"Not"
"17728","C6orf58",6.67747194894102,0.0327687745593933,0.332808590245593,0.0984613243763085,0.92156598136524,0.968767127071447,"Not"
"17729","SULT1B1",12.4134645475392,0.0277405147217994,0.282419045169544,0.0982246601150642,0.921753901205544,0.968910017647161,"Not"
"17730","RAPGEF1",6914.26570404664,0.0155604319498655,0.158754864643518,0.098015465446091,0.921920012850312,0.968960359674849,"Not"
"17731","CYB5RL",526.579750785795,-0.0132288346002816,0.134893996003801,-0.098068372145405,0.921878001807398,0.968960359674849,"Not"
"17732","OR8K5",0.154471513149114,-0.247789826886026,2.5292958458937,-0.0979679096410615,0.921957775153167,0.968960359674849,"Not"
"17733","RGS2",837.115584083311,-0.0233469627951449,0.238694955589561,-0.0978108763860525,0.922082470692139,0.968982120436377,"Not"
"17734","RERG",85.6555898602709,-0.0330342387459236,0.337554227152148,-0.0978635018871617,0.922040682099301,0.968982120436377,"Not"
"17735","IFT46",852.681475073142,-0.0138896653061508,0.142476465596551,-0.0974874358933219,0.922339311408724,0.96898853156149,"Not"
"17736","ZNF276",947.537696439367,0.0133030248397821,0.13621266420998,0.0976636417541525,0.922199387169392,0.96898853156149,"Not"
"17737","PARS2",456.506090488517,0.0106482241861796,0.109305119522181,0.097417433261383,0.922394900834491,0.96898853156149,"Not"
"17738","NPIPA5",68.407896193422,0.0317140878783194,0.32557213520072,0.0974103261594154,0.922400544639453,0.96898853156149,"Not"
"17739","SLC38A3",32.7668755918083,0.0371462733685546,0.380653522825425,0.0975855236878777,0.922261420058877,0.96898853156149,"Not"
"17740","DNAH10",22.3400423838802,-0.025543996263735,0.261388297620658,-0.0977243300341089,0.922151195451046,0.96898853156149,"Not"
"17741","NDUFV1",10769.3667469133,-0.0158261239327511,0.162625970446531,-0.0973160921917723,0.922475376935491,0.969012520408647,"Not"
"17742","VCP",19042.6098613584,-0.0125458665216626,0.129141326000357,-0.0971483483267626,0.922608585998557,0.969082211256154,"Not"
"17743","THTPA",246.584607685548,-0.0164343522915542,0.169363273393095,-0.0970361044770893,0.92269772250103,0.969082211256154,"Not"
"17744","PHOX2B",0.332141480032864,0.112933561442128,1.16321647637179,0.0970873124101376,0.922657056490476,0.969082211256154,"Not"
"17745","MCRIP1",7680.86079164133,0.0174919755887426,0.180471945029464,0.0969235167598311,0.922787133055288,0.969121499668546,"Not"
"17746","UBTF",7761.78386175273,0.00814652736236091,0.0848612541331392,0.0959981966514398,0.92352200481275,0.969335170368628,"Not"
"17747","FTSJ3",4625.49469684298,-0.0108752627797844,0.113346678885015,-0.0959469027832465,0.923562743349718,0.969335170368628,"Not"
"17748","TMX2",4965.58951433672,0.0120905566856943,0.125215880349097,0.0965576942156723,0.923077654569632,0.969335170368628,"Not"
